col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,target
62105,986.37,390.4307,203.1583,62792,281.202,0.854,0.9891,0.6624,0.8022,1.9218,0.7202,1
97062,1181.124,441.0742,281.3946,97926,351.544,0.7701,0.9912,0.7266,0.8743,1.5675,0.797,1
70361,1060.623,431.2931,208.6176,71075,299.3099,0.8752,0.99,0.6644,0.786,2.0674,0.694,1
75482,1050.829,388.6198,247.8359,76417,310.0108,0.7703,0.9878,0.7015,0.859,1.5681,0.7977,1
79074,1065.425,398.656,253.8709,79681,317.3013,0.771,0.9924,0.7359,0.8754,1.5703,0.7959,1
86164,1122.042,428.2713,256.9736,86938,331.2211,0.8,0.9911,0.694,0.86,1.6666,0.7734,1
87490,1137.818,429.7881,260.8003,88474,333.76,0.7948,0.9889,0.7558,0.8492,1.648,0.7766,1
83467,1127.225,452.1363,235.4289,84142,325.9961,0.8537,0.992,0.7602,0.8255,1.9205,0.721,1
69275,1007.568,386.0202,229.618,70121,296.991,0.8038,0.9879,0.7314,0.8575,1.6811,0.7694,1
64922,987.925,382.434,216.782,65490,287.5087,0.8238,0.9913,0.6994,0.8359,1.7641,0.7518,1
88645,1176.996,464.8264,243.8185,89630,335.9558,0.8514,0.989,0.7373,0.8041,1.9064,0.7228,1
71311,1036.339,410.6743,222.1935,72149,301.3237,0.841,0.9884,0.7392,0.8344,1.8483,0.7337,1
87179,1136.822,445.2308,250.6702,88092,333.1663,0.8264,0.9896,0.7067,0.8477,1.7762,0.7483,1
86869,1164.885,464.3543,238.922,87821,332.5734,0.8575,0.9892,0.6679,0.8045,1.9435,0.7162,1
74522,1090.457,439.7033,217.2758,75450,308.033,0.8694,0.9877,0.7199,0.7875,2.0237,0.7005,1
64543,959.774,364.3535,226.7457,65140,286.6683,0.7828,0.9908,0.703,0.8805,1.6069,0.7868,1
68607,1004.027,385.8641,227.7052,69396,295.5557,0.8073,0.9886,0.7031,0.8552,1.6946,0.766,1
70673,1055.627,423.9374,213.3525,71608,299.9728,0.8641,0.9869,0.6568,0.797,1.987,0.7076,1
69517,1059.538,429.8407,206.825,70493,297.5093,0.8766,0.9862,0.6623,0.7782,2.0783,0.6921,1
64811,964.378,359.8989,230.1407,65426,287.2628,0.7688,0.9906,0.7619,0.8757,1.5638,0.7982,1
70222,1025.283,402.12,223.0969,70779,299.0141,0.832,0.9921,0.699,0.8395,1.8024,0.7436,1
85946,1121.265,420.8492,261.7127,87047,330.8018,0.7831,0.9874,0.7354,0.8591,1.6081,0.786,1
73382,1018.708,389.0548,240.6674,73955,305.6679,0.7857,0.9923,0.7564,0.8886,1.6166,0.7857,1
96935,1201.897,449.5173,276.2137,98071,351.3139,0.7889,0.9884,0.7057,0.8432,1.6274,0.7815,1
72138,1048.199,412.0657,223.8684,72927,303.0659,0.8395,0.9892,0.6954,0.8251,1.8407,0.7355,1
76325,1076.066,420.2904,232.4291,77189,311.7371,0.8332,0.9888,0.7328,0.8283,1.8083,0.7417,1
80137,1124.144,454.4632,225.1284,80936,319.427,0.8687,0.9901,0.6586,0.7969,2.0187,0.7029,1
70041,1017.782,392.8732,230.235,70789,298.6285,0.8103,0.9894,0.7297,0.8497,1.7064,0.7601,1
85039,1130.265,433.7324,250.862,85907,329.0517,0.8158,0.9899,0.6958,0.8365,1.729,0.7587,1
98441,1249.004,489.5147,257.6878,99561,354.0324,0.8502,0.9888,0.6871,0.793,1.8996,0.7232,1
73346,1076.34,418.7888,224.6259,74449,305.5929,0.844,0.9852,0.6416,0.7956,1.8644,0.7297,1
96211,1169.304,418.7244,293.4921,97138,349.9995,0.7132,0.9905,0.7516,0.8843,1.4267,0.8359,1
92816,1229.789,472.8681,252.0375,93938,343.7688,0.8461,0.9881,0.7131,0.7712,1.8762,0.727,1
88903,1208.555,476.114,239.0078,89984,336.4444,0.8649,0.988,0.6839,0.7649,1.992,0.7066,1
74959,1059.482,399.9927,239.647,75668,308.9349,0.8007,0.9906,0.7352,0.8392,1.6691,0.7724,1
60145,938.701,357.5699,214.6178,60824,276.7291,0.7998,0.9888,0.6804,0.8577,1.6661,0.7739,1
71623,1086.452,431.6635,214.3176,72709,301.9822,0.868,0.9851,0.7259,0.7625,2.0141,0.6996,1
88037,1143.45,428.9861,262.1492,88881,334.8017,0.7916,0.9905,0.7283,0.8461,1.6364,0.7804,1
76709,1086.642,426.9315,229.9314,77379,312.5203,0.8426,0.9913,0.7341,0.8164,1.8568,0.732,1
80150,1130.443,447.8462,228.7348,80928,319.4529,0.8597,0.9904,0.6395,0.7882,1.9579,0.7133,1
80722,1103.905,426.8265,241.4469,81479,320.5908,0.8246,0.9907,0.6708,0.8324,1.7678,0.7511,1
66968,1022.469,398.6842,214.6545,67989,292.0039,0.8427,0.985,0.6592,0.805,1.8573,0.7324,1
66523,1022.985,405.2955,210.1596,67228,291.0322,0.8551,0.9895,0.7516,0.7988,1.9285,0.7181,1
71517,1051.752,401.4022,227.7478,72424,301.7586,0.8235,0.9875,0.7208,0.8124,1.7625,0.7518,1
73018,1056.45,399.4726,233.5491,74076,304.9088,0.8113,0.9857,0.6672,0.8221,1.7104,0.7633,1
80375,1112.359,433.3406,238.4624,81364,319.901,0.835,0.9878,0.6576,0.8163,1.8172,0.7382,1
67258,1033.485,412.7968,208.3175,68108,292.6355,0.8633,0.9875,0.644,0.7913,1.9816,0.7089,1
74104,1067.604,401.8534,237.2761,75071,307.1679,0.8071,0.9871,0.7378,0.817,1.6936,0.7644,1
70175,1029.917,390.8671,229.4874,70940,298.914,0.8095,0.9892,0.7329,0.8314,1.7032,0.7647,1
95608,1217.112,475.3285,257.7036,96740,348.901,0.8403,0.9883,0.696,0.811,1.8445,0.734,1
99115,1245.19,473.7952,268.4639,100258,355.2424,0.824,0.9886,0.7203,0.8033,1.7648,0.7498,1
80658,1135.127,441.5689,232.9578,81631,320.4637,0.8495,0.9881,0.7535,0.7866,1.8955,0.7257,1
78850,1107.497,402.3104,252.2188,79870,316.8516,0.7791,0.9872,0.7338,0.8078,1.5951,0.7876,1
95117,1205.369,477.8186,254.3343,95970,348.0039,0.8466,0.9911,0.7582,0.8227,1.8787,0.7283,1
62105,989.876,394.7356,202.8029,62653,281.202,0.8579,0.9913,0.6651,0.7965,1.9464,0.7124,1
71757,1022.204,394.1106,232.7409,72386,302.2645,0.807,0.9913,0.6877,0.863,1.6933,0.767,1
87484,1147.175,438.5324,256.1463,88362,333.7485,0.8117,0.9901,0.7197,0.8354,1.712,0.7611,1
91865,1144.14,428.3266,274.0507,92776,342.0031,0.7685,0.9902,0.7189,0.8819,1.5629,0.7985,1
70334,1024.949,395.4998,227.6117,71376,299.2525,0.8178,0.9854,0.7509,0.8413,1.7376,0.7566,1
69309,1014.274,398.5365,222.2259,69841,297.0639,0.8301,0.9924,0.6751,0.8466,1.7934,0.7454,1
81547,1119.846,442.0139,236.7743,82559,322.2249,0.8444,0.9877,0.626,0.8171,1.8668,0.729,1
93985,1231.823,485.719,249.0043,95250,345.9269,0.8586,0.9867,0.6118,0.7783,1.9506,0.7122,1
70023,1023.404,391.8565,230.0101,70867,298.5901,0.8096,0.9881,0.7276,0.8401,1.7036,0.762,1
71109,1023.382,402.991,224.957,71694,300.8966,0.8297,0.9918,0.6686,0.8532,1.7914,0.7467,1
81463,1099.853,439.6717,236.4002,81993,322.0589,0.8432,0.9935,0.7376,0.8463,1.8599,0.7325,1
64809,1003.578,402.3724,206.258,65578,287.2584,0.8586,0.9883,0.6382,0.8086,1.9508,0.7139,1
95497,1199.376,472.5344,258.6676,96748,348.6984,0.8369,0.9871,0.7387,0.8342,1.8268,0.7379,1
64916,960.743,373.5265,221.4325,65373,287.4954,0.8053,0.993,0.7403,0.8838,1.6869,0.7697,1
76888,1096.988,441.4888,222.5849,77743,312.8847,0.8636,0.989,0.6414,0.8029,1.9835,0.7087,1
84397,1203.64,483.522,223.6447,85408,327.8073,0.8866,0.9882,0.5891,0.7321,2.162,0.678,1
81702,1132.453,446.1777,234.8366,83070,322.531,0.8503,0.9835,0.6719,0.8006,1.8999,0.7229,1
70565,1046.164,418.0043,216.5399,71390,299.7435,0.8554,0.9884,0.7094,0.8102,1.9304,0.7171,1
97902,1233.711,491.1406,254.7969,99020,353.0619,0.8549,0.9887,0.7756,0.8083,1.9276,0.7189,1
69069,986.683,371.6018,237.0034,69623,296.5491,0.7702,0.992,0.7436,0.8915,1.5679,0.798,1
95554,1186.896,450.7725,270.6546,96491,348.8024,0.7997,0.9903,0.7381,0.8524,1.6655,0.7738,1
65593,975.947,376.7856,222.4426,66217,288.9907,0.8071,0.9906,0.7633,0.8654,1.6939,0.767,1
87034,1121.454,418.2299,266.7236,88121,332.8891,0.7702,0.9877,0.7035,0.8696,1.568,0.7959,1
71614,1036.482,405.569,226.0209,72260,301.9632,0.8303,0.9911,0.6897,0.8377,1.7944,0.7445,1
95740,1186.055,451.5354,271.3979,96724,349.1417,0.7992,0.9898,0.7203,0.8553,1.6637,0.7732,1
81555,1110.581,437.1296,239.0168,82508,322.2407,0.8373,0.9884,0.6551,0.8309,1.8289,0.7372,1
75406,1078.604,433.8408,223.0218,76149,309.8546,0.8578,0.9902,0.6168,0.8145,1.9453,0.7142,1
84554,1114.065,423.9317,255.1256,85567,328.112,0.7986,0.9882,0.6913,0.8561,1.6617,0.774,1
107230,1318.003,530.2599,258.4708,108486,369.499,0.8732,0.9884,0.7027,0.7757,2.0515,0.6968,1
64292,971.22,381.2829,215.3336,64894,286.1103,0.8253,0.9907,0.6737,0.8565,1.7707,0.7504,1
68588,1030.694,414.1802,211.932,69347,295.5147,0.8592,0.9891,0.6175,0.8113,1.9543,0.7135,1
91710,1165.646,461.5008,253.5073,92424,341.7145,0.8356,0.9923,0.6633,0.8482,1.8205,0.7404,1
67991,1007.004,393.7953,221.0721,68840,294.2258,0.8276,0.9877,0.7425,0.8426,1.7813,0.7472,1
89404,1131.518,432.3557,263.913,90141,337.391,0.7921,0.9918,0.7457,0.8775,1.6383,0.7804,1
85569,1183.556,491.6035,223.1268,86693,330.0755,0.8911,0.987,0.6871,0.7676,2.2032,0.6714,1
90115,1187.473,472.6102,244.3107,91271,338.73,0.856,0.9873,0.7378,0.8031,1.9345,0.7167,1
68743,973.33,362.656,241.8483,69205,295.8485,0.7452,0.9933,0.7502,0.9118,1.4995,0.8158,1
93982,1220.094,486.5058,247.5234,95165,345.9214,0.8609,0.9876,0.6997,0.7934,1.9655,0.711,1
61151,952.263,364.6161,214.8698,62025,279.0338,0.8079,0.9859,0.7313,0.8474,1.6969,0.7653,1
70661,1023.814,389.9238,232.1742,71433,299.9473,0.8034,0.9892,0.7399,0.8471,1.6794,0.7692,1
73804,1069.895,429.1019,220.278,74461,306.5455,0.8582,0.9912,0.7493,0.8102,1.948,0.7144,1
87798,1146.454,443.9409,253.4043,88603,334.347,0.8211,0.9909,0.75,0.8394,1.7519,0.7531,1
70560,1025.074,402.9124,223.6974,71116,299.7329,0.8317,0.9922,0.7396,0.8438,1.8011,0.7439,1
96056,1188.744,457.9938,268.6044,96841,349.7175,0.81,0.9919,0.7396,0.8542,1.7051,0.7636,1
75580,1088.163,441.7813,218.4192,76271,310.2119,0.8692,0.9909,0.7582,0.8021,2.0226,0.7022,1
58083,917.696,355.2475,209.1121,58535,271.9441,0.8084,0.9923,0.7272,0.8667,1.6988,0.7655,1
71221,1026.337,403.9959,225.2893,71808,301.1335,0.8301,0.9918,0.7564,0.8496,1.7932,0.7454,1
88746,1118.471,427.3974,264.9041,89419,336.1472,0.7848,0.9925,0.7155,0.8915,1.6134,0.7865,1
65545,968.763,366.5976,228.9445,66306,288.8849,0.781,0.9885,0.6933,0.8776,1.6013,0.788,1
74251,1028.813,399.1821,237.6701,74810,307.4725,0.8034,0.9925,0.7416,0.8815,1.6796,0.7703,1
76461,1109.189,441.9541,221.2408,77634,312.0147,0.8657,0.9849,0.7438,0.781,1.9976,0.706,1
88144,1131.455,433.786,259.8652,88901,335.0051,0.8007,0.9915,0.7409,0.8652,1.6693,0.7723,1
83418,1109.604,425.491,250.2194,84333,325.9004,0.8088,0.9892,0.7057,0.8514,1.7005,0.7659,1
75275,1054.831,408.8475,236.0111,76178,309.5854,0.8166,0.9881,0.6939,0.8501,1.7323,0.7572,1
89661,1158.26,460.9889,248.2932,90435,337.8756,0.8426,0.9914,0.6878,0.8398,1.8566,0.7329,1
76934,1061.602,407.9159,241.0363,77995,312.9783,0.8067,0.9864,0.7445,0.8578,1.6923,0.7673,1
77916,1108.703,453.8754,219.1218,78662,314.9694,0.8757,0.9905,0.7115,0.7965,2.0713,0.694,1
90072,1172.8,467.6129,245.9946,90812,338.6491,0.8504,0.9919,0.6978,0.8229,1.9009,0.7242,1
69671,1035.342,415.3868,214.1642,70211,297.8387,0.8568,0.9923,0.6843,0.8168,1.9396,0.717,1
67781,997.056,387.4253,223.7347,68501,293.7711,0.8164,0.9895,0.7298,0.8568,1.7316,0.7583,1
73600,1044.535,407.6386,230.0997,74173,306.1216,0.8255,0.9923,0.6771,0.8477,1.7716,0.751,1
75667,1056.941,413.9199,233.5927,76369,310.3904,0.8255,0.9908,0.7255,0.8512,1.772,0.7499,1
81442,1099.384,422.1394,247.2799,82246,322.0174,0.8105,0.9902,0.6962,0.8468,1.7071,0.7628,1
86749,1130.943,438.6087,252.907,87570,332.3436,0.817,0.9906,0.7313,0.8523,1.7343,0.7577,1
65321,993.847,387.4832,215.5948,65969,288.3908,0.8309,0.9902,0.6759,0.831,1.7973,0.7443,1
82957,1136.564,455.1978,232.6637,83816,324.9987,0.8595,0.9898,0.7019,0.807,1.9565,0.714,1
87355,1172.477,449.8483,248.3063,88617,333.5024,0.8339,0.9858,0.7292,0.7985,1.8117,0.7414,1
68177,1043.827,407.3614,213.8399,69161,294.628,0.8511,0.9858,0.7332,0.7863,1.905,0.7233,1
75355,1056.027,403.3483,238.7719,75985,309.7498,0.806,0.9917,0.7519,0.8491,1.6893,0.7679,1
83987,1162.968,448.6445,239.7751,85055,327.01,0.8452,0.9874,0.6689,0.7803,1.8711,0.7289,1
71069,1053.775,424.0874,214.3343,71801,300.812,0.8629,0.9898,0.7617,0.8043,1.9786,0.7093,1
92549,1178.693,455.4368,259.1135,93333,343.274,0.8224,0.9916,0.7125,0.8371,1.7577,0.7537,1
72430,1082.3,443.2489,209.198,73096,303.6787,0.8816,0.9909,0.7523,0.777,2.1188,0.6851,1
80417,1100.4,430.1269,238.7222,81092,319.9845,0.8318,0.9917,0.7502,0.8346,1.8018,0.7439,1
81646,1111.511,441.5831,236.2557,82306,322.4204,0.8448,0.992,0.6542,0.8305,1.8691,0.7301,1
64005,970.523,374.1578,218.5676,64565,285.471,0.8116,0.9913,0.7444,0.8539,1.7119,0.763,1
65739,999.645,394.7692,212.8996,66429,289.3121,0.8421,0.9896,0.6483,0.8267,1.8543,0.7329,1
81348,1116.679,440.9811,236.1971,82610,321.8315,0.8445,0.9847,0.6485,0.8198,1.867,0.7298,1
73428,1040.181,396.1797,236.9738,74075,305.7637,0.8014,0.9913,0.735,0.8528,1.6718,0.7718,1
65139,995.199,383.8197,217.7336,65790,287.9888,0.8235,0.9901,0.7327,0.8265,1.7628,0.7503,1
85332,1132.1,442.4876,246.234,86079,329.6181,0.8309,0.9913,0.6702,0.8367,1.797,0.7449,1
88735,1148.025,435.2677,260.1298,89694,336.1263,0.8018,0.9893,0.7258,0.8461,1.6733,0.7722,1
69735,1012.123,394.7811,226.2632,70498,297.9754,0.8195,0.9892,0.7585,0.8554,1.7448,0.7548,1
63196,988.098,389.3228,208.4943,64142,283.6611,0.8445,0.9853,0.6888,0.8134,1.8673,0.7286,1
90274,1128.662,422.2613,273.1724,90999,339.0287,0.7626,0.992,0.7181,0.8905,1.5458,0.8029,1
96580,1213.308,464.0005,266.1265,97873,350.67,0.8192,0.9868,0.7444,0.8244,1.7435,0.7558,1
79453,1106.574,414.3993,246.1013,80425,318.0608,0.8046,0.9879,0.7075,0.8154,1.6839,0.7675,1
93462,1218.894,489.0691,244.93,94541,344.9631,0.8656,0.9886,0.6987,0.7905,1.9968,0.7053,1
70804,1077.834,425.0707,212.9119,71696,300.2506,0.8655,0.9876,0.7286,0.7659,1.9965,0.7064,1
79094,1067.391,391.1249,257.9062,79802,317.3415,0.7518,0.9911,0.749,0.8724,1.5165,0.8114,1
94685,1284.1,533.1532,227.4718,95896,347.2127,0.9044,0.9874,0.7389,0.7216,2.3438,0.6512,1
85234,1136.952,441.5856,246.7211,86124,329.4287,0.8294,0.9897,0.7038,0.8286,1.7898,0.746,1
71929,1071.334,415.534,221.5986,72983,302.6266,0.8459,0.9856,0.6978,0.7875,1.8752,0.7283,1
85227,1147.99,439.883,247.3608,85996,329.4152,0.8269,0.9911,0.7211,0.8127,1.7783,0.7489,1
99691,1248.727,493.4253,258.1254,100898,356.2731,0.8523,0.988,0.6362,0.8034,1.9116,0.722,1
67728,1067.78,427.9402,204.1123,68603,293.6562,0.8789,0.9872,0.6422,0.7465,2.0966,0.6862,1
82501,1144.368,450.4995,234.0967,83589,324.1042,0.8544,0.987,0.7427,0.7917,1.9244,0.7194,1
88264,1153.333,454.5878,248.8653,89198,335.2331,0.8368,0.9895,0.643,0.8338,1.8266,0.7374,1
63415,944.649,355.4745,227.7657,63956,284.1522,0.7678,0.9915,0.7445,0.893,1.5607,0.7994,1
74091,1072.728,421.2427,225.9795,75124,307.141,0.8439,0.9862,0.6373,0.8091,1.8641,0.7291,1
105853,1234.626,469.2956,288.6814,106944,367.1188,0.7884,0.9898,0.7311,0.8727,1.6257,0.7823,1
96500,1180.348,447.5833,276.0815,97396,350.5248,0.7871,0.9908,0.7349,0.8704,1.6212,0.7831,1
79015,1065.738,407.9096,247.5904,79705,317.1829,0.7947,0.9913,0.722,0.8742,1.6475,0.7776,1
78423,1100.135,441.6902,227.0228,79209,315.9925,0.8578,0.9901,0.7113,0.8143,1.9456,0.7154,1
79066,1037.362,378.7703,266.5459,79616,317.2853,0.7105,0.9931,0.7801,0.9233,1.421,0.8377,1
84726,1133.008,455.7148,237.8724,85348,328.4456,0.853,0.9927,0.7421,0.8294,1.9158,0.7207,1
87034,1162.092,470.0361,237.0354,88251,332.8891,0.8635,0.9862,0.7623,0.8099,1.983,0.7082,1
87735,1170.768,470.9619,237.9831,88716,334.227,0.8629,0.9889,0.7415,0.8043,1.979,0.7097,1
95746,1196.392,468.372,260.9647,96617,349.1527,0.8304,0.991,0.7322,0.8406,1.7948,0.7455,1
93850,1199.221,473.8017,253.7194,94937,345.6784,0.8445,0.9886,0.664,0.8201,1.8674,0.7296,1
63711,975.1,382.7031,212.7203,64491,284.8146,0.8313,0.9879,0.6592,0.842,1.7991,0.7442,1
63873,970.898,380.6654,214.3717,64512,285.1765,0.8264,0.9901,0.7402,0.8515,1.7757,0.7492,1
89789,1169.828,461.9005,248.8341,90826,338.1167,0.8425,0.9886,0.7275,0.8245,1.8563,0.732,1
69296,1032.322,415.7028,213.0216,69882,297.036,0.8587,0.9916,0.6516,0.8171,1.9515,0.7145,1
72365,1060.962,427.3863,216.2376,73058,303.5424,0.8626,0.9905,0.6331,0.8079,1.9765,0.7102,1
75768,1072.192,424.6478,228.7744,76658,310.5975,0.8425,0.9884,0.6735,0.8282,1.8562,0.7314,1
74979,1085.879,429.5682,223.2346,76034,308.9761,0.8544,0.9861,0.6791,0.7991,1.9243,0.7193,1
80741,1127.93,456.96,226.8658,81774,320.6285,0.8681,0.9874,0.6942,0.7975,2.0142,0.7017,1
55858,899.532,347.4268,205.9546,56394,266.6845,0.8053,0.9905,0.7083,0.8675,1.6869,0.7676,1
71247,1040.019,410.6162,222.1466,72077,301.1885,0.841,0.9885,0.7013,0.8277,1.8484,0.7335,1
82864,1137.374,455.1352,233.2743,83647,324.8164,0.8587,0.9906,0.7301,0.805,1.9511,0.7137,1
75197,1071.949,425.9047,225.5186,75890,309.4249,0.8483,0.9909,0.7417,0.8224,1.8886,0.7265,1
72307,1043.625,408.1583,226.2904,72918,303.4207,0.8322,0.9916,0.6656,0.8343,1.8037,0.7434,1
91385,1167.894,457.4622,255.104,92482,341.1085,0.8301,0.9881,0.7187,0.8419,1.7932,0.7457,1
84810,1213.226,505.6155,214.8625,86020,328.6083,0.9052,0.9859,0.5465,0.7241,2.3532,0.6499,1
100266,1207.936,456.8741,279.9331,101252,357.2991,0.7903,0.9903,0.7079,0.8635,1.6321,0.7821,1
64253,984.319,389.2851,211.2346,65069,286.0235,0.84,0.9875,0.7335,0.8334,1.8429,0.7347,1
87044,1125.883,423.9326,262.8633,87868,332.9082,0.7846,0.9906,0.7154,0.8629,1.6127,0.7853,1
75453,1078.559,420.1831,229.6281,76491,309.9512,0.8375,0.9864,0.6545,0.8151,1.8298,0.7377,1
72370,1055.123,418.4959,221.098,73405,303.5529,0.849,0.9859,0.6399,0.8169,1.8928,0.7253,1
88653,1119.885,420.8444,269.7345,89471,335.971,0.7676,0.9909,0.713,0.8883,1.5602,0.7983,1
91690,1168.462,454.0266,257.9016,92579,341.6772,0.823,0.9904,0.7159,0.8439,1.7605,0.7525,1
97938,1198.163,467.8307,268.0749,98900,353.1268,0.8195,0.9903,0.6757,0.8573,1.7451,0.7548,1
103519,1246.477,484.0384,273.0449,104591,363.0489,0.8257,0.9898,0.6862,0.8373,1.7727,0.75,1
102990,1288.831,517.1858,254.9975,104350,362.1201,0.87,0.987,0.6066,0.7791,2.0282,0.7002,1
80153,1097.812,438.9092,233.091,80755,319.4589,0.8473,0.9925,0.6956,0.8357,1.883,0.7278,1
92713,1204.684,485.3214,244.3846,93717,343.578,0.864,0.9893,0.7466,0.8028,1.9859,0.7079,1
74371,1093.658,443.5495,215.2343,75380,307.7208,0.8744,0.9866,0.7153,0.7814,2.0608,0.6938,1
73470,1048.552,419.0216,223.7531,74086,305.8511,0.8455,0.9917,0.7423,0.8397,1.8727,0.7299,1
72864,1032.774,399.5462,232.9642,73463,304.5871,0.8124,0.9918,0.7046,0.8584,1.7151,0.7623,1
98628,1204.172,460.7255,273.9251,99602,354.3686,0.8041,0.9902,0.7212,0.8547,1.6819,0.7692,1
80184,1083.688,422.7077,242.2911,80947,319.5206,0.8194,0.9906,0.7315,0.858,1.7446,0.7559,1
71962,1062.117,422.1195,218.8709,72590,302.696,0.8551,0.9913,0.7131,0.8016,1.9286,0.7171,1
91158,1164.478,456.3653,254.9854,91932,340.6846,0.8293,0.9916,0.6796,0.8448,1.7898,0.7465,1
73288,1020.899,385.1922,243.4684,74070,305.4721,0.7749,0.9894,0.7388,0.8836,1.5821,0.793,1
59113,921.904,356.5915,211.5919,59565,274.3447,0.8049,0.9924,0.726,0.874,1.6853,0.7694,1
95725,1212.273,480.4405,255.9378,96842,349.1144,0.8463,0.9885,0.6826,0.8185,1.8772,0.7267,1
79055,1102.701,441.6971,229.0911,79810,317.2632,0.855,0.9905,0.6296,0.817,1.928,0.7183,1
83607,1129.057,443.0737,241.0962,84452,326.2694,0.839,0.99,0.694,0.8242,1.8377,0.7364,1
84099,1156.965,469.0068,230.2194,84751,327.228,0.8712,0.9923,0.721,0.7895,2.0372,0.6977,1
72433,1082.509,440.8155,210.3908,73140,303.685,0.8788,0.9903,0.7269,0.7768,2.0952,0.6889,1
64691,994.607,388.4194,213.5622,65473,286.9968,0.8353,0.9881,0.6945,0.8218,1.8188,0.7389,1
82225,1072.577,392.3595,267.3696,82951,323.5616,0.7319,0.9912,0.748,0.8982,1.4675,0.8247,1
82714,1110.892,424.8677,249.006,83533,324.5223,0.8103,0.9902,0.7393,0.8423,1.7063,0.7638,1
90502,1156.473,441.8533,261.7291,91383,339.4565,0.8057,0.9904,0.702,0.8503,1.6882,0.7683,1
64911,987.247,388.9481,213.654,65609,287.4844,0.8356,0.9894,0.7344,0.8369,1.8205,0.7391,1
68713,1027.706,401.2474,218.9231,69503,295.7839,0.838,0.9886,0.6857,0.8175,1.8328,0.7372,1
92239,1213.792,484.2714,245.4672,93341,342.6986,0.862,0.9882,0.6955,0.7867,1.9729,0.7077,1
68104,1023.06,387.1017,225.8398,68988,294.4702,0.8122,0.9872,0.7431,0.8177,1.7141,0.7607,1
74990,1086.548,439.5231,217.9033,75772,308.9988,0.8685,0.9897,0.6735,0.7982,2.0171,0.703,1
75821,1047.356,405.7418,238.5428,76475,310.7061,0.8089,0.9914,0.729,0.8686,1.7009,0.7658,1
66242,994.029,388.0023,218.341,67004,290.4168,0.8266,0.9886,0.6813,0.8425,1.777,0.7485,1
72410,1007.458,379.7803,243.4289,73020,303.6367,0.7676,0.9916,0.7514,0.8965,1.5601,0.7995,1
88750,1120.577,422.0802,269.0306,89741,336.1547,0.7705,0.989,0.7334,0.8882,1.5689,0.7964,1
57041,914.675,346.6923,210.9707,57939,269.4937,0.7935,0.9845,0.7147,0.8568,1.6433,0.7773,1
87086,1154.444,453.3588,245.4135,87893,332.9885,0.8408,0.9908,0.7198,0.8211,1.8473,0.7345,1
73152,1065.501,423.9322,220.7345,73949,305.1885,0.8537,0.9892,0.6218,0.8097,1.9206,0.7199,1
