col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,target
64809,1003.578,402.3724,206.258,65578,287.2584,0.8586,0.9883,0.6382,0.8086,1.9508,0.7139,1
73692,1047.379,411.486,229.0894,74317,306.3129,0.8307,0.9916,0.7208,0.8442,1.7962,0.7444,1
64916,960.743,373.5265,221.4325,65373,287.4954,0.8053,0.993,0.7403,0.8838,1.6869,0.7697,1
68772,1047.819,423.7982,208.8385,69678,295.9108,0.8702,0.987,0.6664,0.7871,2.0293,0.6982,1
76888,1096.988,441.4888,222.5849,77743,312.8847,0.8636,0.989,0.6414,0.8029,1.9835,0.7087,1
84397,1203.64,483.522,223.6447,85408,327.8073,0.8866,0.9882,0.5891,0.7321,2.162,0.678,1
68693,1018.101,404.3318,217.3166,69334,295.7408,0.8433,0.9908,0.7393,0.8328,1.8606,0.7314,1
72508,1032.429,404.1488,229.0448,73094,303.8422,0.8239,0.992,0.6619,0.8548,1.7645,0.7518,1
93734,1149.493,436.6288,273.9282,94548,345.4647,0.7787,0.9914,0.7355,0.8914,1.594,0.7912,1
81702,1132.453,446.1777,234.8366,83070,322.531,0.8503,0.9835,0.6719,0.8006,1.8999,0.7229,1
67828,995.114,389.1961,222.4418,68429,293.8729,0.8206,0.9912,0.6802,0.8607,1.7497,0.7551,1
70565,1046.164,418.0043,216.5399,71390,299.7435,0.8554,0.9884,0.7094,0.8102,1.9304,0.7171,1
97902,1233.711,491.1406,254.7969,99020,353.0619,0.8549,0.9887,0.7756,0.8083,1.9276,0.7189,1
74559,1029.466,391.779,243.1817,75040,308.1095,0.784,0.9936,0.7258,0.8841,1.6111,0.7864,1
83655,1125.228,439.893,242.8987,84527,326.3631,0.8337,0.9897,0.6868,0.8303,1.811,0.7419,1
103683,1239.769,476.6714,277.5163,104708,363.3363,0.813,0.9902,0.6783,0.8477,1.7176,0.7622,1
87913,1169.888,445.6384,252.9865,89481,334.5659,0.8232,0.9825,0.7415,0.8072,1.7615,0.7508,1
65593,975.947,376.7856,222.4426,66217,288.9907,0.8071,0.9906,0.7633,0.8654,1.6939,0.767,1
87034,1121.454,418.2299,266.7236,88121,332.8891,0.7702,0.9877,0.7035,0.8696,1.568,0.7959,1
80452,1120.096,451.0502,227.3251,81194,320.0542,0.8637,0.9909,0.7466,0.8058,1.9842,0.7096,1
95740,1186.055,451.5354,271.3979,96724,349.1417,0.7992,0.9898,0.7203,0.8553,1.6637,0.7732,1
66900,1005.945,391.0035,218.6312,67516,291.8557,0.8291,0.9909,0.7111,0.8308,1.7884,0.7464,1
94954,1210.977,474.3818,257.0043,96121,347.7056,0.8405,0.9879,0.7243,0.8137,1.8458,0.733,1
99109,1222.611,489.2759,258.1309,99840,355.2316,0.8495,0.9927,0.6959,0.8332,1.8955,0.726,1
75406,1078.604,433.8408,223.0218,76149,309.8546,0.8578,0.9902,0.6168,0.8145,1.9453,0.7142,1
82602,1101.746,427.4416,247.0308,83456,324.3025,0.8161,0.9898,0.7493,0.8551,1.7303,0.7587,1
94164,1188.448,469.3919,257.6509,95146,346.2562,0.8359,0.9897,0.6757,0.8378,1.8218,0.7377,1
92224,1206.002,475.976,248.6184,93661,342.6708,0.8527,0.9847,0.6559,0.7968,1.9145,0.7199,1
84554,1114.065,423.9317,255.1256,85567,328.112,0.7986,0.9882,0.6913,0.8561,1.6617,0.774,1
58347,976.686,350.299,213.4355,60534,272.5614,0.7929,0.9639,0.6359,0.7686,1.6412,0.7781,1
78173,1052.557,404.3107,247.1026,78792,315.4884,0.7915,0.9921,0.7172,0.8867,1.6362,0.7803,1
80206,1129.585,464.6505,220.3904,80860,319.5645,0.8804,0.9919,0.7025,0.7899,2.1083,0.6878,1
64292,971.22,381.2829,215.3336,64894,286.1103,0.8253,0.9907,0.6737,0.8565,1.7707,0.7504,1
68588,1030.694,414.1802,211.932,69347,295.5147,0.8592,0.9891,0.6175,0.8113,1.9543,0.7135,1
93769,1188.361,463.5269,259.097,94994,345.5292,0.8292,0.9871,0.7284,0.8344,1.789,0.7454,1
85569,1183.556,491.6035,223.1268,86693,330.0755,0.8911,0.987,0.6871,0.7676,2.2032,0.6714,1
66511,1034.455,417.8968,204.1255,67336,291.0059,0.8726,0.9877,0.6742,0.7811,2.0473,0.6964,1
83148,1108.881,438.9682,241.533,83703,325.3726,0.835,0.9934,0.6906,0.8498,1.8174,0.7412,1
90115,1187.473,472.6102,244.3107,91271,338.73,0.856,0.9873,0.7378,0.8031,1.9345,0.7167,1
93982,1220.094,486.5058,247.5234,95165,345.9214,0.8609,0.9876,0.6997,0.7934,1.9655,0.711,1
61151,952.263,364.6161,214.8698,62025,279.0338,0.8079,0.9859,0.7313,0.8474,1.6969,0.7653,1
70661,1023.814,389.9238,232.1742,71433,299.9473,0.8034,0.9892,0.7399,0.8471,1.6794,0.7692,1
103877,1240.142,478.2383,278.0698,104566,363.6761,0.8136,0.9934,0.7367,0.8488,1.7198,0.7604,1
86817,1175.335,462.6391,241.2961,87828,332.4738,0.8532,0.9885,0.69,0.7898,1.9173,0.7186,1
73804,1069.895,429.1019,220.278,74461,306.5455,0.8582,0.9912,0.7493,0.8102,1.948,0.7144,1
87798,1146.454,443.9409,253.4043,88603,334.347,0.8211,0.9909,0.75,0.8394,1.7519,0.7531,1
70560,1025.074,402.9124,223.6974,71116,299.7329,0.8317,0.9922,0.7396,0.8438,1.8011,0.7439,1
96056,1188.744,457.9938,268.6044,96841,349.7175,0.81,0.9919,0.7396,0.8542,1.7051,0.7636,1
105937,1246.342,463.7643,292.4844,107158,367.2645,0.776,0.9886,0.7699,0.857,1.5856,0.7919,1
71221,1026.337,403.9959,225.2893,71808,301.1335,0.8301,0.9918,0.7564,0.8496,1.7932,0.7454,1
66148,992.103,389.113,218.074,66662,290.2107,0.8282,0.9923,0.6789,0.8445,1.7843,0.7458,1
83762,1173.556,484.7603,220.6686,84684,326.5717,0.8904,0.9891,0.6772,0.7643,2.1968,0.6737,1
83667,1120.471,429.2619,248.9676,84635,326.3865,0.8146,0.9886,0.728,0.8375,1.7242,0.7603,1
95640,1169.545,431.1888,283.3884,96803,348.9594,0.7537,0.988,0.7437,0.8786,1.5215,0.8093,1
88746,1118.471,427.3974,264.9041,89419,336.1472,0.7848,0.9925,0.7155,0.8915,1.6134,0.7865,1
65545,968.763,366.5976,228.9445,66306,288.8849,0.781,0.9885,0.6933,0.8776,1.6013,0.788,1
60897,944.858,374.7772,207.0975,61476,278.4537,0.8335,0.9906,0.6683,0.8572,1.8097,0.743,1
72207,1059.358,427.1945,216.074,73179,303.2108,0.8627,0.9867,0.6363,0.8085,1.9771,0.7098,1
74251,1028.813,399.1821,237.6701,74810,307.4725,0.8034,0.9925,0.7416,0.8815,1.6796,0.7703,1
76461,1109.189,441.9541,221.2408,77634,312.0147,0.8657,0.9849,0.7438,0.781,1.9976,0.706,1
88144,1131.455,433.786,259.8652,88901,335.0051,0.8007,0.9915,0.7409,0.8652,1.6693,0.7723,1
83418,1109.604,425.491,250.2194,84333,325.9004,0.8088,0.9892,0.7057,0.8514,1.7005,0.7659,1
76833,1100.08,444.2218,220.6852,77566,312.7728,0.8679,0.9905,0.6115,0.7978,2.0129,0.7041,1
93040,1184.376,461.3713,259.417,94143,344.1834,0.827,0.9883,0.7036,0.8335,1.7785,0.746,1
89661,1158.26,460.9889,248.2932,90435,337.8756,0.8426,0.9914,0.6878,0.8398,1.8566,0.7329,1
71792,1028.771,402.3638,228.4777,72478,302.3382,0.8231,0.9905,0.7488,0.8524,1.7611,0.7514,1
76934,1061.602,407.9159,241.0363,77995,312.9783,0.8067,0.9864,0.7445,0.8578,1.6923,0.7673,1
77916,1108.703,453.8754,219.1218,78662,314.9694,0.8757,0.9905,0.7115,0.7965,2.0713,0.694,1
70878,1156.593,419.7653,217.002,71932,300.4075,0.856,0.9853,0.7445,0.6658,1.9344,0.7157,1
90072,1172.8,467.6129,245.9946,90812,338.6491,0.8504,0.9919,0.6978,0.8229,1.9009,0.7242,1
96035,1238.979,479.5474,257.0019,97427,349.6792,0.8443,0.9857,0.7332,0.7862,1.8659,0.7292,1
69671,1035.342,415.3868,214.1642,70211,297.8387,0.8568,0.9923,0.6843,0.8168,1.9396,0.717,1
78626,1098.451,444.2062,225.8845,79265,316.4012,0.8611,0.9919,0.6356,0.8189,1.9665,0.7123,1
73917,1039.704,408.2996,231.1501,74630,306.7801,0.8243,0.9904,0.7538,0.8593,1.7664,0.7514,1
69520,1027.513,413.306,214.8984,70205,297.5157,0.8542,0.9902,0.7593,0.8275,1.9233,0.7198,1
73600,1044.535,407.6386,230.0997,74173,306.1216,0.8255,0.9923,0.6771,0.8477,1.7716,0.751,1
75094,1106.91,453.497,211.2793,75867,309.213,0.8848,0.9898,0.6135,0.7702,2.1464,0.6818,1
86749,1130.943,438.6087,252.907,87570,332.3436,0.817,0.9906,0.7313,0.8523,1.7343,0.7577,1
65321,993.847,387.4832,215.5948,65969,288.3908,0.8309,0.9902,0.6759,0.831,1.7973,0.7443,1
75998,1075.001,422.841,230.2788,76871,311.0686,0.8387,0.9886,0.7236,0.8264,1.8362,0.7357,1
82957,1136.564,455.1978,232.6637,83816,324.9987,0.8595,0.9898,0.7019,0.807,1.9565,0.714,1
79101,1076.597,410.1806,246.4886,79803,317.3555,0.7993,0.9912,0.7036,0.8576,1.6641,0.7737,1
68177,1043.827,407.3614,213.8399,69161,294.628,0.8511,0.9858,0.7332,0.7863,1.905,0.7233,1
73040,1040.006,383.8573,243.0195,73985,304.9548,0.7741,0.9872,0.7199,0.8486,1.5795,0.7944,1
75355,1056.027,403.3483,238.7719,75985,309.7498,0.806,0.9917,0.7519,0.8491,1.6893,0.7679,1
83987,1162.968,448.6445,239.7751,85055,327.01,0.8452,0.9874,0.6689,0.7803,1.8711,0.7289,1
85020,1146.008,453.3595,239.2618,85812,329.0149,0.8494,0.9908,0.6954,0.8135,1.8948,0.7257,1
71069,1053.775,424.0874,214.3343,71801,300.812,0.8629,0.9898,0.7617,0.8043,1.9786,0.7093,1
72430,1082.3,443.2489,209.198,73096,303.6787,0.8816,0.9909,0.7523,0.777,2.1188,0.6851,1
68805,1048.514,427.2525,205.8875,69472,295.9818,0.8762,0.9904,0.7786,0.7865,2.0752,0.6928,1
81646,1111.511,441.5831,236.2557,82306,322.4204,0.8448,0.992,0.6542,0.8305,1.8691,0.7301,1
64005,970.523,374.1578,218.5676,64565,285.471,0.8116,0.9913,0.7444,0.8539,1.7119,0.763,1
75226,1102.405,435.491,220.521,76017,309.4846,0.8623,0.9896,0.6804,0.7778,1.9748,0.7107,1
91739,1153.294,436.7575,268.4789,92863,341.7685,0.7888,0.9879,0.7342,0.8667,1.6268,0.7825,1
65739,999.645,394.7692,212.8996,66429,289.3121,0.8421,0.9896,0.6483,0.8267,1.8543,0.7329,1
81348,1116.679,440.9811,236.1971,82610,321.8315,0.8445,0.9847,0.6485,0.8198,1.867,0.7298,1
73428,1040.181,396.1797,236.9738,74075,305.7637,0.8014,0.9913,0.735,0.8528,1.6718,0.7718,1
67736,990.204,366.0779,237.09,68405,293.6735,0.7619,0.9902,0.7286,0.8681,1.544,0.8022,1
65139,995.199,383.8197,217.7336,65790,287.9888,0.8235,0.9901,0.7327,0.8265,1.7628,0.7503,1
96587,1202.176,477.3562,258.3293,97232,350.6827,0.8409,0.9934,0.653,0.8398,1.8479,0.7346,1
88735,1148.025,435.2677,260.1298,89694,336.1263,0.8018,0.9893,0.7258,0.8461,1.6733,0.7722,1
81458,1131.129,432.6654,242.5322,83163,322.049,0.8281,0.9795,0.6977,0.8001,1.784,0.7443,1
87646,1175.7,469.6673,238.5995,88681,334.0574,0.8613,0.9883,0.6925,0.7968,1.9684,0.7113,1
79453,1106.574,414.3993,246.1013,80425,318.0608,0.8046,0.9879,0.7075,0.8154,1.6839,0.7675,1
93462,1218.894,489.0691,244.93,94541,344.9631,0.8656,0.9886,0.6987,0.7905,1.9968,0.7053,1
70804,1077.834,425.0707,212.9119,71696,300.2506,0.8655,0.9876,0.7286,0.7659,1.9965,0.7064,1
80857,1114.855,429.9383,240.6893,81791,320.8587,0.8286,0.9886,0.684,0.8175,1.7863,0.7463,1
71451,1077.812,422.7619,216.5826,72414,301.6194,0.8588,0.9867,0.6405,0.7729,1.952,0.7134,1
72908,1069.877,399.4543,233.6123,73961,304.6791,0.8112,0.9858,0.6915,0.8004,1.7099,0.7627,1
69209,1020.574,395.2678,223.7348,69893,296.8495,0.8244,0.9902,0.7337,0.835,1.7667,0.751,1
71929,1071.334,415.534,221.5986,72983,302.6266,0.8459,0.9856,0.6978,0.7875,1.8752,0.7283,1
85227,1147.99,439.883,247.3608,85996,329.4152,0.8269,0.9911,0.7211,0.8127,1.7783,0.7489,1
99691,1248.727,493.4253,258.1254,100898,356.2731,0.8523,0.988,0.6362,0.8034,1.9116,0.722,1
74399,1058.165,415.7672,228.3421,75164,307.7787,0.8357,0.9898,0.6612,0.835,1.8208,0.7403,1
88264,1153.333,454.5878,248.8653,89198,335.2331,0.8368,0.9895,0.643,0.8338,1.8266,0.7374,1
105853,1234.626,469.2956,288.6814,106944,367.1188,0.7884,0.9898,0.7311,0.8727,1.6257,0.7823,1
79959,1138.753,447.6662,228.2963,81515,319.072,0.8602,0.9809,0.7373,0.7749,1.9609,0.7127,1
96500,1180.348,447.5833,276.0815,97396,350.5248,0.7871,0.9908,0.7349,0.8704,1.6212,0.7831,1
79015,1065.738,407.9096,247.5904,79705,317.1829,0.7947,0.9913,0.722,0.8742,1.6475,0.7776,1
78423,1100.135,441.6902,227.0228,79209,315.9925,0.8578,0.9901,0.7113,0.8143,1.9456,0.7154,1
84726,1133.008,455.7148,237.8724,85348,328.4456,0.853,0.9927,0.7421,0.8294,1.9158,0.7207,1
59905,938.394,364.1592,210.1456,60595,276.1764,0.8167,0.9886,0.753,0.8549,1.7329,0.7584,1
95746,1196.392,468.372,260.9647,96617,349.1527,0.8304,0.991,0.7322,0.8406,1.7948,0.7455,1
93850,1199.221,473.8017,253.7194,94937,345.6784,0.8445,0.9886,0.664,0.8201,1.8674,0.7296,1
84985,1117.917,436.4484,248.6851,85688,328.9472,0.8218,0.9918,0.7147,0.8545,1.755,0.7537,1
63873,970.898,380.6654,214.3717,64512,285.1765,0.8264,0.9901,0.7402,0.8515,1.7757,0.7492,1
89789,1169.828,461.9005,248.8341,90826,338.1167,0.8425,0.9886,0.7275,0.8245,1.8563,0.732,1
72365,1060.962,427.3863,216.2376,73058,303.5424,0.8626,0.9905,0.6331,0.8079,1.9765,0.7102,1
70303,1039.031,418.0061,215.5899,70885,299.1865,0.8567,0.9918,0.6469,0.8183,1.9389,0.7157,1
75768,1072.192,424.6478,228.7744,76658,310.5975,0.8425,0.9884,0.6735,0.8282,1.8562,0.7314,1
