col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,target
93924,1172.49,450.5382,266.2257,94692,345.8146,0.8067,0.9919,0.7296,0.8586,1.6923,0.7676,1
75710,1043.526,395.511,244.5521,76522,310.4786,0.7859,0.9894,0.7412,0.8737,1.6173,0.785,1
73382,1018.708,389.0548,240.6674,73955,305.6679,0.7857,0.9923,0.7564,0.8886,1.6166,0.7857,1
96935,1201.897,449.5173,276.2137,98071,351.3139,0.7889,0.9884,0.7057,0.8432,1.6274,0.7815,1
72138,1048.199,412.0657,223.8684,72927,303.0659,0.8395,0.9892,0.6954,0.8251,1.8407,0.7355,1
82132,1146.16,460.8095,228.7262,83126,323.3786,0.8681,0.988,0.6391,0.7857,2.0147,0.7018,1
76325,1076.066,420.2904,232.4291,77189,311.7371,0.8332,0.9888,0.7328,0.8283,1.8083,0.7417,1
82306,1059.11,390.5541,268.9078,82826,323.721,0.7252,0.9937,0.7279,0.9221,1.4524,0.8289,1
66789,1017.28,405.313,210.4572,67514,291.6134,0.8546,0.9893,0.737,0.811,1.9259,0.7195,1
98441,1249.004,489.5147,257.6878,99561,354.0324,0.8502,0.9888,0.6871,0.793,1.8996,0.7232,1
96211,1169.304,418.7244,293.4921,97138,349.9995,0.7132,0.9905,0.7516,0.8843,1.4267,0.8359,1
79102,1120.31,430.87,234.4646,79999,317.3575,0.839,0.9888,0.6653,0.792,1.8377,0.7366,1
92816,1229.789,472.8681,252.0375,93938,343.7688,0.8461,0.9881,0.7131,0.7712,1.8762,0.727,1
88903,1208.555,476.114,239.0078,89984,336.4444,0.8649,0.988,0.6839,0.7649,1.992,0.7066,1
74959,1059.482,399.9927,239.647,75668,308.9349,0.8007,0.9906,0.7352,0.8392,1.6691,0.7724,1
60145,938.701,357.5699,214.6178,60824,276.7291,0.7998,0.9888,0.6804,0.8577,1.6661,0.7739,1
88037,1143.45,428.9861,262.1492,88881,334.8017,0.7916,0.9905,0.7283,0.8461,1.6364,0.7804,1
62211,968.901,369.045,215.6276,63090,281.4418,0.8115,0.9861,0.718,0.8328,1.7115,0.7626,1
68265,1034.969,401.9448,217.6478,69242,294.8181,0.8407,0.9859,0.7319,0.8009,1.8468,0.7335,1
82031,1108.321,429.8897,243.2943,82716,323.1797,0.8244,0.9917,0.7016,0.8392,1.767,0.7518,1
80722,1103.905,426.8265,241.4469,81479,320.5908,0.8246,0.9907,0.6708,0.8324,1.7678,0.7511,1
66968,1022.469,398.6842,214.6545,67989,292.0039,0.8427,0.985,0.6592,0.805,1.8573,0.7324,1
68860,1027.834,382.1779,232.072,69990,296.1001,0.7945,0.9839,0.7225,0.8191,1.6468,0.7748,1
87776,1181.676,475.475,235.7883,88795,334.3051,0.8684,0.9885,0.751,0.7899,2.0165,0.7031,1
73018,1056.45,399.4726,233.5491,74076,304.9088,0.8113,0.9857,0.6672,0.8221,1.7104,0.7633,1
56561,902.59,342.3154,210.7994,57075,268.3574,0.7879,0.991,0.7351,0.8725,1.6239,0.7839,1
81694,1118.852,442.772,235.8376,82443,322.5152,0.8463,0.9909,0.6411,0.8201,1.8774,0.7284,1
99115,1245.19,473.7952,268.4639,100258,355.2424,0.824,0.9886,0.7203,0.8033,1.7648,0.7498,1
84534,1150.801,447.58,241.2236,85376,328.0732,0.8423,0.9901,0.7432,0.8021,1.8555,0.733,1
80658,1135.127,441.5689,232.9578,81631,320.4637,0.8495,0.9881,0.7535,0.7866,1.8955,0.7257,1
83219,1103.068,412.3368,257.671,84013,325.5115,0.7807,0.9905,0.7238,0.8595,1.6002,0.7894,1
99655,1229.159,477.4395,266.7602,100495,356.2088,0.8293,0.9916,0.6881,0.8289,1.7898,0.7461,1
71757,1022.204,394.1106,232.7409,72386,302.2645,0.807,0.9913,0.6877,0.863,1.6933,0.767,1
76259,1095.383,431.7982,226.6461,77235,311.6023,0.8512,0.9874,0.7093,0.7987,1.9052,0.7216,1
70334,1024.949,395.4998,227.6117,71376,299.2525,0.8178,0.9854,0.7509,0.8413,1.7376,0.7566,1
78250,1102.289,442.9966,225.7107,78959,315.6438,0.8605,0.991,0.7479,0.8093,1.9627,0.7125,1
81547,1119.846,442.0139,236.7743,82559,322.2249,0.8444,0.9877,0.626,0.8171,1.8668,0.729,1
93985,1231.823,485.719,249.0043,95250,345.9269,0.8586,0.9867,0.6118,0.7783,1.9506,0.7122,1
72684,1061.561,420.4868,221.3766,73535,304.2107,0.8502,0.9884,0.728,0.8105,1.8994,0.7235,1
79451,1084.958,424.1414,239.3025,80278,318.0568,0.8256,0.9897,0.7564,0.8482,1.7724,0.7499,1
67582,1022.181,414.3306,209.1852,68201,293.3395,0.8632,0.9909,0.6701,0.8128,1.9807,0.708,1
73537,1056.602,415.1832,227.1057,74374,305.9905,0.8371,0.9887,0.6581,0.8277,1.8281,0.737,1
71109,1023.382,402.991,224.957,71694,300.8966,0.8297,0.9918,0.6686,0.8532,1.7914,0.7467,1
64809,1003.578,402.3724,206.258,65578,287.2584,0.8586,0.9883,0.6382,0.8086,1.9508,0.7139,1
95497,1199.376,472.5344,258.6676,96748,348.6984,0.8369,0.9871,0.7387,0.8342,1.8268,0.7379,1
64916,960.743,373.5265,221.4325,65373,287.4954,0.8053,0.993,0.7403,0.8838,1.6869,0.7697,1
68772,1047.819,423.7982,208.8385,69678,295.9108,0.8702,0.987,0.6664,0.7871,2.0293,0.6982,1
84397,1203.64,483.522,223.6447,85408,327.8073,0.8866,0.9882,0.5891,0.7321,2.162,0.678,1
68693,1018.101,404.3318,217.3166,69334,295.7408,0.8433,0.9908,0.7393,0.8328,1.8606,0.7314,1
72508,1032.429,404.1488,229.0448,73094,303.8422,0.8239,0.992,0.6619,0.8548,1.7645,0.7518,1
86168,1115.211,429.1133,256.357,86770,331.2288,0.8019,0.9931,0.7435,0.8706,1.6739,0.7719,1
67828,995.114,389.1961,222.4418,68429,293.8729,0.8206,0.9912,0.6802,0.8607,1.7497,0.7551,1
97902,1233.711,491.1406,254.7969,99020,353.0619,0.8549,0.9887,0.7756,0.8083,1.9276,0.7189,1
74559,1029.466,391.779,243.1817,75040,308.1095,0.784,0.9936,0.7258,0.8841,1.6111,0.7864,1
83655,1125.228,439.893,242.8987,84527,326.3631,0.8337,0.9897,0.6868,0.8303,1.811,0.7419,1
103683,1239.769,476.6714,277.5163,104708,363.3363,0.813,0.9902,0.6783,0.8477,1.7176,0.7622,1
69069,986.683,371.6018,237.0034,69623,296.5491,0.7702,0.992,0.7436,0.8915,1.5679,0.798,1
95554,1186.896,450.7725,270.6546,96491,348.8024,0.7997,0.9903,0.7381,0.8524,1.6655,0.7738,1
65593,975.947,376.7856,222.4426,66217,288.9907,0.8071,0.9906,0.7633,0.8654,1.6939,0.767,1
80452,1120.096,451.0502,227.3251,81194,320.0542,0.8637,0.9909,0.7466,0.8058,1.9842,0.7096,1
66900,1005.945,391.0035,218.6312,67516,291.8557,0.8291,0.9909,0.7111,0.8308,1.7884,0.7464,1
81555,1110.581,437.1296,239.0168,82508,322.2407,0.8373,0.9884,0.6551,0.8309,1.8289,0.7372,1
64088,951.711,357.6842,229.8545,64658,285.656,0.7662,0.9912,0.7408,0.8892,1.5561,0.7986,1
82602,1101.746,427.4416,247.0308,83456,324.3025,0.8161,0.9898,0.7493,0.8551,1.7303,0.7587,1
107230,1318.003,530.2599,258.4708,108486,369.499,0.8732,0.9884,0.7027,0.7757,2.0515,0.6968,1
78173,1052.557,404.3107,247.1026,78792,315.4884,0.7915,0.9921,0.7172,0.8867,1.6362,0.7803,1
80206,1129.585,464.6505,220.3904,80860,319.5645,0.8804,0.9919,0.7025,0.7899,2.1083,0.6878,1
68588,1030.694,414.1802,211.932,69347,295.5147,0.8592,0.9891,0.6175,0.8113,1.9543,0.7135,1
77223,1061.471,420.2079,234.3131,77753,313.5656,0.8301,0.9932,0.7567,0.8613,1.7934,0.7462,1
91710,1165.646,461.5008,253.5073,92424,341.7145,0.8356,0.9923,0.6633,0.8482,1.8205,0.7404,1
93769,1188.361,463.5269,259.097,94994,345.5292,0.8292,0.9871,0.7284,0.8344,1.789,0.7454,1
85569,1183.556,491.6035,223.1268,86693,330.0755,0.8911,0.987,0.6871,0.7676,2.2032,0.6714,1
64356,989.324,389.6264,210.7109,65074,286.2527,0.8411,0.989,0.6445,0.8263,1.8491,0.7347,1
66511,1034.455,417.8968,204.1255,67336,291.0059,0.8726,0.9877,0.6742,0.7811,2.0473,0.6964,1
83148,1108.881,438.9682,241.533,83703,325.3726,0.835,0.9934,0.6906,0.8498,1.8174,0.7412,1
99057,1264.881,511.9447,246.9981,99987,355.1384,0.8759,0.9907,0.6015,0.778,2.0727,0.6937,1
61151,952.263,364.6161,214.8698,62025,279.0338,0.8079,0.9859,0.7313,0.8474,1.6969,0.7653,1
70661,1023.814,389.9238,232.1742,71433,299.9473,0.8034,0.9892,0.7399,0.8471,1.6794,0.7692,1
82245,1088.58,411.4267,256.0021,83142,323.601,0.7828,0.9892,0.7428,0.8722,1.6071,0.7865,1
86817,1175.335,462.6391,241.2961,87828,332.4738,0.8532,0.9885,0.69,0.7898,1.9173,0.7186,1
70560,1025.074,402.9124,223.6974,71116,299.7329,0.8317,0.9922,0.7396,0.8438,1.8011,0.7439,1
96056,1188.744,457.9938,268.6044,96841,349.7175,0.81,0.9919,0.7396,0.8542,1.7051,0.7636,1
75580,1088.163,441.7813,218.4192,76271,310.2119,0.8692,0.9909,0.7582,0.8021,2.0226,0.7022,1
105937,1246.342,463.7643,292.4844,107158,367.2645,0.776,0.9886,0.7699,0.857,1.5856,0.7919,1
66148,992.103,389.113,218.074,66662,290.2107,0.8282,0.9923,0.6789,0.8445,1.7843,0.7458,1
83762,1173.556,484.7603,220.6686,84684,326.5717,0.8904,0.9891,0.6772,0.7643,2.1968,0.6737,1
95640,1169.545,431.1888,283.3884,96803,348.9594,0.7537,0.988,0.7437,0.8786,1.5215,0.8093,1
65545,968.763,366.5976,228.9445,66306,288.8849,0.781,0.9885,0.6933,0.8776,1.6013,0.788,1
60897,944.858,374.7772,207.0975,61476,278.4537,0.8335,0.9906,0.6683,0.8572,1.8097,0.743,1
72207,1059.358,427.1945,216.074,73179,303.2108,0.8627,0.9867,0.6363,0.8085,1.9771,0.7098,1
74251,1028.813,399.1821,237.6701,74810,307.4725,0.8034,0.9925,0.7416,0.8815,1.6796,0.7703,1
88144,1131.455,433.786,259.8652,88901,335.0051,0.8007,0.9915,0.7409,0.8652,1.6693,0.7723,1
83418,1109.604,425.491,250.2194,84333,325.9004,0.8088,0.9892,0.7057,0.8514,1.7005,0.7659,1
76833,1100.08,444.2218,220.6852,77566,312.7728,0.8679,0.9905,0.6115,0.7978,2.0129,0.7041,1
93040,1184.376,461.3713,259.417,94143,344.1834,0.827,0.9883,0.7036,0.8335,1.7785,0.746,1
92478,1155.05,442.2674,266.9829,93163,343.1423,0.7972,0.9926,0.735,0.8711,1.6565,0.7759,1
71792,1028.771,402.3638,228.4777,72478,302.3382,0.8231,0.9905,0.7488,0.8524,1.7611,0.7514,1
76934,1061.602,407.9159,241.0363,77995,312.9783,0.8067,0.9864,0.7445,0.8578,1.6923,0.7673,1
77916,1108.703,453.8754,219.1218,78662,314.9694,0.8757,0.9905,0.7115,0.7965,2.0713,0.694,1
70878,1156.593,419.7653,217.002,71932,300.4075,0.856,0.9853,0.7445,0.6658,1.9344,0.7157,1
90072,1172.8,467.6129,245.9946,90812,338.6491,0.8504,0.9919,0.6978,0.8229,1.9009,0.7242,1
69671,1035.342,415.3868,214.1642,70211,297.8387,0.8568,0.9923,0.6843,0.8168,1.9396,0.717,1
78626,1098.451,444.2062,225.8845,79265,316.4012,0.8611,0.9919,0.6356,0.8189,1.9665,0.7123,1
73917,1039.704,408.2996,231.1501,74630,306.7801,0.8243,0.9904,0.7538,0.8593,1.7664,0.7514,1
89376,1159.077,456.4168,250.2602,90176,337.3382,0.8363,0.9911,0.7293,0.836,1.8238,0.7391,1
79175,1134.729,465.2679,218.1698,80151,317.5039,0.8832,0.9878,0.6828,0.7727,2.1326,0.6824,1
62922,974.831,374.2026,216.1344,63824,283.0455,0.8163,0.9859,0.7566,0.8321,1.7313,0.7564,1
75667,1056.941,413.9199,233.5927,76369,310.3904,0.8255,0.9908,0.7255,0.8512,1.772,0.7499,1
93178,1124.779,405.6369,293.47,93976,344.4385,0.6903,0.9915,0.7755,0.9255,1.3822,0.8491,1
75094,1106.91,453.497,211.2793,75867,309.213,0.8848,0.9898,0.6135,0.7702,2.1464,0.6818,1
81442,1099.384,422.1394,247.2799,82246,322.0174,0.8105,0.9902,0.6962,0.8468,1.7071,0.7628,1
65321,993.847,387.4832,215.5948,65969,288.3908,0.8309,0.9902,0.6759,0.831,1.7973,0.7443,1
82957,1136.564,455.1978,232.6637,83816,324.9987,0.8595,0.9898,0.7019,0.807,1.9565,0.714,1
79101,1076.597,410.1806,246.4886,79803,317.3555,0.7993,0.9912,0.7036,0.8576,1.6641,0.7737,1
65407,997.85,397.3311,210.0864,66028,288.5806,0.8488,0.9906,0.6569,0.8255,1.8913,0.7263,1
87355,1172.477,449.8483,248.3063,88617,333.5024,0.8339,0.9858,0.7292,0.7985,1.8117,0.7414,1
73040,1040.006,383.8573,243.0195,73985,304.9548,0.7741,0.9872,0.7199,0.8486,1.5795,0.7944,1
92549,1178.693,455.4368,259.1135,93333,343.274,0.8224,0.9916,0.7125,0.8371,1.7577,0.7537,1
68805,1048.514,427.2525,205.8875,69472,295.9818,0.8762,0.9904,0.7786,0.7865,2.0752,0.6928,1
75226,1102.405,435.491,220.521,76017,309.4846,0.8623,0.9896,0.6804,0.7778,1.9748,0.7107,1
91739,1153.294,436.7575,268.4789,92863,341.7685,0.7888,0.9879,0.7342,0.8667,1.6268,0.7825,1
65739,999.645,394.7692,212.8996,66429,289.3121,0.8421,0.9896,0.6483,0.8267,1.8543,0.7329,1
67736,990.204,366.0779,237.09,68405,293.6735,0.7619,0.9902,0.7286,0.8681,1.544,0.8022,1
65139,995.199,383.8197,217.7336,65790,287.9888,0.8235,0.9901,0.7327,0.8265,1.7628,0.7503,1
60544,957.495,366.508,212.3324,61459,277.6455,0.8151,0.9851,0.7305,0.8299,1.7261,0.7575,1
62862,978.512,376.2576,213.0009,63538,282.9106,0.8243,0.9894,0.6808,0.825,1.7665,0.7519,1
63196,988.098,389.3228,208.4943,64142,283.6611,0.8445,0.9853,0.6888,0.8134,1.8673,0.7286,1
90274,1128.662,422.2613,273.1724,90999,339.0287,0.7626,0.992,0.7181,0.8905,1.5458,0.8029,1
85506,1126.425,435.6517,251.6945,86268,329.954,0.8162,0.9912,0.7446,0.8468,1.7309,0.7574,1
96580,1213.308,464.0005,266.1265,97873,350.67,0.8192,0.9868,0.7444,0.8244,1.7435,0.7558,1
87646,1175.7,469.6673,238.5995,88681,334.0574,0.8613,0.9883,0.6925,0.7968,1.9684,0.7113,1
70804,1077.834,425.0707,212.9119,71696,300.2506,0.8655,0.9876,0.7286,0.7659,1.9965,0.7064,1
80857,1114.855,429.9383,240.6893,81791,320.8587,0.8286,0.9886,0.684,0.8175,1.7863,0.7463,1
79094,1067.391,391.1249,257.9062,79802,317.3415,0.7518,0.9911,0.749,0.8724,1.5165,0.8114,1
72908,1069.877,399.4543,233.6123,73961,304.6791,0.8112,0.9858,0.6915,0.8004,1.7099,0.7627,1
85234,1136.952,441.5856,246.7211,86124,329.4287,0.8294,0.9897,0.7038,0.8286,1.7898,0.746,1
73570,1068.206,390.5446,241.3203,74861,306.0592,0.7863,0.9828,0.7499,0.8102,1.6184,0.7837,1
85227,1147.99,439.883,247.3608,85996,329.4152,0.8269,0.9911,0.7211,0.8127,1.7783,0.7489,1
74399,1058.165,415.7672,228.3421,75164,307.7787,0.8357,0.9898,0.6612,0.835,1.8208,0.7403,1
82501,1144.368,450.4995,234.0967,83589,324.1042,0.8544,0.987,0.7427,0.7917,1.9244,0.7194,1
57933,904.075,334.1895,222.8754,58748,271.5927,0.7451,0.9861,0.7232,0.8907,1.4994,0.8127,1
84227,1116.774,432.3185,249.1444,85078,327.4769,0.8172,0.99,0.6747,0.8487,1.7352,0.7575,1
63415,944.649,355.4745,227.7657,63956,284.1522,0.7678,0.9915,0.7445,0.893,1.5607,0.7994,1
74091,1072.728,421.2427,225.9795,75124,307.141,0.8439,0.9862,0.6373,0.8091,1.8641,0.7291,1
90880,1166.437,443.1161,262.6359,91957,340.1647,0.8054,0.9883,0.7139,0.8394,1.6872,0.7677,1
79015,1065.738,407.9096,247.5904,79705,317.1829,0.7947,0.9913,0.722,0.8742,1.6475,0.7776,1
78423,1100.135,441.6902,227.0228,79209,315.9925,0.8578,0.9901,0.7113,0.8143,1.9456,0.7154,1
79066,1037.362,378.7703,266.5459,79616,317.2853,0.7105,0.9931,0.7801,0.9233,1.421,0.8377,1
58242,908.051,347.5851,214.0792,58711,272.316,0.7878,0.992,0.718,0.8876,1.6236,0.7835,1
84726,1133.008,455.7148,237.8724,85348,328.4456,0.853,0.9927,0.7421,0.8294,1.9158,0.7207,1
87034,1162.092,470.0361,237.0354,88251,332.8891,0.8635,0.9862,0.7623,0.8099,1.983,0.7082,1
86429,1116.46,429.9511,257.0631,87142,331.73,0.8016,0.9918,0.7385,0.8713,1.6726,0.7716,1
95746,1196.392,468.372,260.9647,96617,349.1527,0.8304,0.991,0.7322,0.8406,1.7948,0.7455,1
89789,1169.828,461.9005,248.8341,90826,338.1167,0.8425,0.9886,0.7275,0.8245,1.8563,0.732,1
69296,1032.322,415.7028,213.0216,69882,297.036,0.8587,0.9916,0.6516,0.8171,1.9515,0.7145,1
80926,1091.808,422.6966,245.293,81729,320.9956,0.8144,0.9902,0.715,0.8531,1.7232,0.7594,1
72365,1060.962,427.3863,216.2376,73058,303.5424,0.8626,0.9905,0.6331,0.8079,1.9765,0.7102,1
70303,1039.031,418.0061,215.5899,70885,299.1865,0.8567,0.9918,0.6469,0.8183,1.9389,0.7157,1
75768,1072.192,424.6478,228.7744,76658,310.5975,0.8425,0.9884,0.6735,0.8282,1.8562,0.7314,1
74979,1085.879,429.5682,223.2346,76034,308.9761,0.8544,0.9861,0.6791,0.7991,1.9243,0.7193,1
80741,1127.93,456.96,226.8658,81774,320.6285,0.8681,0.9874,0.6942,0.7975,2.0142,0.7017,1
84922,1104.95,419.5984,258.7841,85609,328.8253,0.7872,0.992,0.7147,0.8741,1.6214,0.7837,1
86416,1136.312,442.4914,249.6675,87440,331.7051,0.8256,0.9883,0.6898,0.841,1.7723,0.7496,1
71247,1040.019,410.6162,222.1466,72077,301.1885,0.841,0.9885,0.7013,0.8277,1.8484,0.7335,1
66728,1006.806,400.8477,213.2038,67373,291.4802,0.8468,0.9904,0.7201,0.8272,1.8801,0.7272,1
83862,1122.349,439.5214,243.7425,84730,326.7666,0.8321,0.9898,0.6668,0.8366,1.8032,0.7435,1
72307,1043.625,408.1583,226.2904,72918,303.4207,0.8322,0.9916,0.6656,0.8343,1.8037,0.7434,1
55879,918.363,353.1879,203.1549,56514,266.7346,0.818,0.9888,0.6792,0.8326,1.7385,0.7552,1
78351,1106.408,437.9891,228.2666,79359,315.8474,0.8535,0.9873,0.7448,0.8043,1.9188,0.7211,1
73178,1032.155,398.0622,234.7812,73831,305.2427,0.8075,0.9912,0.6897,0.8632,1.6955,0.7668,1
91385,1167.894,457.4622,255.104,92482,341.1085,0.8301,0.9881,0.7187,0.8419,1.7932,0.7457,1
86159,1153.708,444.88,248.0075,87338,331.2115,0.8302,0.9865,0.6673,0.8134,1.7938,0.7445,1
100266,1207.936,456.8741,279.9331,101252,357.2991,0.7903,0.9903,0.7079,0.8635,1.6321,0.7821,1
75143,1032.369,397.2112,241.3828,75724,309.3138,0.7942,0.9923,0.7404,0.886,1.6456,0.7787,1
59729,935.054,351.2843,217.6438,60476,275.7704,0.7849,0.9876,0.7135,0.8585,1.614,0.785,1
64253,984.319,389.2851,211.2346,65069,286.0235,0.84,0.9875,0.7335,0.8334,1.8429,0.7347,1
75453,1078.559,420.1831,229.6281,76491,309.9512,0.8375,0.9864,0.6545,0.8151,1.8298,0.7377,1
91690,1168.462,454.0266,257.9016,92579,341.6772,0.823,0.9904,0.7159,0.8439,1.7605,0.7525,1
97938,1198.163,467.8307,268.0749,98900,353.1268,0.8195,0.9903,0.6757,0.8573,1.7451,0.7548,1
103519,1246.477,484.0384,273.0449,104591,363.0489,0.8257,0.9898,0.6862,0.8373,1.7727,0.75,1
84348,1115.329,439.8464,244.5711,85024,327.7121,0.8312,0.992,0.7289,0.8521,1.7984,0.7451,1
65624,995.299,393.2899,213.1205,66348,289.0589,0.8404,0.9891,0.7567,0.8325,1.8454,0.735,1
102990,1288.831,517.1858,254.9975,104350,362.1201,0.87,0.987,0.6066,0.7791,2.0282,0.7002,1
74028,1063.29,422.672,224.2771,74635,307.0104,0.8476,0.9919,0.7244,0.8228,1.8846,0.7264,1
72864,1032.774,399.5462,232.9642,73463,304.5871,0.8124,0.9918,0.7046,0.8584,1.7151,0.7623,1
62557,985.763,400.6863,199.0946,63163,282.2234,0.8678,0.9904,0.6115,0.809,2.0125,0.7044,1
80184,1083.688,422.7077,242.2911,80947,319.5206,0.8194,0.9906,0.7315,0.858,1.7446,0.7559,1
71962,1062.117,422.1195,218.8709,72590,302.696,0.8551,0.9913,0.7131,0.8016,1.9286,0.7171,1
73288,1020.899,385.1922,243.4684,74070,305.4721,0.7749,0.9894,0.7388,0.8836,1.5821,0.793,1
59113,921.904,356.5915,211.5919,59565,274.3447,0.8049,0.9924,0.726,0.874,1.6853,0.7694,1
87843,1149.763,454.6367,248.0094,88895,334.4326,0.8381,0.9882,0.7319,0.835,1.8331,0.7356,1
74217,1086.718,425.3621,222.5791,75044,307.402,0.8522,0.989,0.7426,0.7897,1.9111,0.7227,1
84099,1156.965,469.0068,230.2194,84751,327.228,0.8712,0.9923,0.721,0.7895,2.0372,0.6977,1
64691,994.607,388.4194,213.5622,65473,286.9968,0.8353,0.9881,0.6945,0.8218,1.8188,0.7389,1
70357,1021.863,402.984,222.6195,70876,299.3014,0.8336,0.9927,0.7653,0.8467,1.8102,0.7427,1
82225,1072.577,392.3595,267.3696,82951,323.5616,0.7319,0.9912,0.748,0.8982,1.4675,0.8247,1
90332,1164.363,452.3181,255.2347,91395,339.1375,0.8256,0.9884,0.6711,0.8373,1.7722,0.7498,1
77669,1061.19,400.9049,248.0882,78499,314.4698,0.7855,0.9894,0.7328,0.8667,1.616,0.7844,1
82714,1110.892,424.8677,249.006,83533,324.5223,0.8103,0.9902,0.7393,0.8423,1.7063,0.7638,1
96554,1214.057,475.0486,259.6984,97465,350.6228,0.8373,0.9907,0.6654,0.8232,1.8292,0.7381,1
68713,1027.706,401.2474,218.9231,69503,295.7839,0.838,0.9886,0.6857,0.8175,1.8328,0.7372,1
68104,1023.06,387.1017,225.8398,68988,294.4702,0.8122,0.9872,0.7431,0.8177,1.7141,0.7607,1
